Date,Open,High,Low,Close,Volume
2015-05-04 00:00:00-04:00,28.920934246947915,29.15989649766207,28.644006699969907,28.742271423339844,203953200
2015-05-05 00:00:00-04:00,28.619441582873787,28.686440570180817,28.090156057797344,28.094623565673828,197085600
2015-05-06 00:00:00-04:00,28.26435456160562,28.306787371933314,27.549706567879966,27.918197631835938,288564000
2015-05-07 00:00:00-04:00,27.98098482959033,28.27476727952215,27.812789436572668,28.09087371826172,175763600
2015-05-08 00:00:00-04:00,28.40932319194235,28.620128631591797,28.28149476195688,28.620128631591797,222201600
2015-05-11 00:00:00-04:00,28.568549094369533,28.606672974255993,28.173850078151617,28.328590393066406,168143200
2015-05-12 00:00:00-04:00,28.167121277698104,28.454174472680343,27.992198343941556,28.227672576904297,192640000
2015-05-13 00:00:00-04:00,28.29046577960283,28.523696932639684,28.22767310589522,28.259069442749023,138776800
2015-05-14 00:00:00-04:00,28.57303438501216,28.918394088745117,28.51696925361795,28.918394088745117,180814000
2015-05-15 00:00:00-04:00,28.945303888182956,29.039492885957355,28.752439724565775,28.87802505493164,152832000
2015-05-18 00:00:00-04:00,28.79056501210627,29.31533377773786,28.786078843817585,29.196475982666016,203531600
2015-05-19 00:00:00-04:00,29.308615199525867,29.351225256440074,29.073140910541177,29.169574737548828,178532800
2015-05-20 00:00:00-04:00,29.153863262429123,29.37363758118634,29.005850519984204,29.16731834411621,145819600
2015-05-21 00:00:00-04:00,29.169567416955264,29.519413279900895,29.115743660369798,29.46558952331543,158921600
2015-05-22 00:00:00-04:00,29.512683945539724,29.81991974360408,29.46782910680423,29.723485946655273,182384000
2015-05-26 00:00:00-04:00,29.736950097620053,29.80647032013867,28.956520925099333,29.06865119934082,282790400
2015-05-27 00:00:00-04:00,29.23011642896636,29.660696232545494,29.16508238143343,29.611358642578125,183332800
2015-05-28 00:00:00-04:00,29.570996064084852,29.59117869218456,29.400559279113327,29.553054809570312,122933200
2015-05-29 00:00:00-04:00,29.42971211398692,29.47904971057925,29.131445160749482,29.216665267944336,203538000
2015-06-01 00:00:00-04:00,29.216656882370312,29.465586167569363,29.165077926898388,29.27496337890625,128451200
2015-06-02 00:00:00-04:00,29.122473852863536,29.301882969200555,29.001374666954007,29.144901275634766,134670400
2015-06-03 00:00:00-04:00,29.301873442504082,29.364666099515095,29.131433297522904,29.180770874023438,123934000
2015-06-04 00:00:00-04:00,29.0596735017541,29.28393398246965,28.909419390307885,29.01033592224121,153800400
2015-06-05 00:00:00-04:00,29.04174092205789,29.08435097362452,28.786084034602492,28.851118087768555,142507200
2015-06-08 00:00:00-04:00,28.907180282206603,28.976703919337854,28.442962775213026,28.66049575805664,210699200
2015-06-09 00:00:00-04:00,28.41381136401914,28.723292021999566,28.171611267260324,28.575279235839844,224301600
2015-06-10 00:00:00-04:00,28.68740311375856,29.005852617170312,28.67170494699803,28.902694702148438,156349200
2015-06-11 00:00:00-04:00,28.96997655533942,29.19423710804009,28.812994852837843,28.837663650512695,141563600
2015-06-12 00:00:00-04:00,28.74795751117397,28.779353848084433,28.505755731317215,28.519210815429688,147544800
2015-06-15 00:00:00-04:00,28.279248852517377,28.53490568694789,28.191787393947564,28.46314239501953,175955600
2015-06-16 00:00:00-04:00,28.487814117243897,28.671707678661107,28.33980306096761,28.615642547607422,125976400
2015-06-17 00:00:00-04:00,28.642557473536485,28.678438271522495,28.422781383597965,28.548368453979492,131672400
2015-06-18 00:00:00-04:00,28.532670199607754,28.774870290470037,28.530427115061457,28.678438186645508,141628800
2015-06-19 00:00:00-04:00,28.640313461936277,28.6649822583035,28.346532700982078,28.39138412475586,218867600
2015-06-22 00:00:00-04:00,28.59096799411875,28.718796398734387,28.499022087416392,28.61787986755371,136157200
2015-06-23 00:00:00-04:00,28.588732211470873,28.617885463497288,28.454174528956322,28.48781394958496,121075600
2015-06-24 00:00:00-04:00,28.52818567656355,29.109021417570688,28.508003047398923,28.73002052307129,221123600
2015-06-25 00:00:00-04:00,28.898216165727067,28.974463935565506,28.59322166442871,28.59322166442871,127752400
2015-06-26 00:00:00-04:00,28.63133948063868,28.70310277685248,28.371198173478145,28.425020217895508,176267200
2015-06-29 00:00:00-04:00,28.135724521616837,28.3622281249852,27.915950171038084,27.927162170410156,196645600
2015-06-30 00:00:00-04:00,28.160390320494802,28.283734277272732,28.001165574181705,28.12899398803711,177482800
2015-07-01 00:00:00-04:00,28.458662971388677,28.467633598337862,28.25458505798204,28.39138412475586,120955200
2015-07-02 00:00:00-04:00,28.35325999781449,28.411568216992972,28.20524722089345,28.35550308227539,108844000
