Date,Close,Open,High,Low,Volume
2015-05-04 00:00:00-04:00,101.16781616210938,101.32526688970438,101.79762613876387,101.11223991345419,23507300
2015-05-05 00:00:00-04:00,99.51917266845703,100.76953557525133,100.95477086041254,99.47286738030331,47843300
2015-05-06 00:00:00-04:00,98.83380889892578,99.69516653388298,99.98228339011062,98.17621434888147,42687200
2015-05-07 00:00:00-04:00,99.42655181884766,98.80600586067298,99.70441180390021,98.73190892248924,29335800
2015-05-08 00:00:00-04:00,100.66764068603516,100.45461377673082,100.88066052906724,100.30642698152661,33023300
2015-05-11 00:00:00-04:00,100.27863311767578,100.73247150871808,100.93623453061102,100.20454325484641,19679300
2015-05-12 00:00:00-04:00,99.8248291015625,99.6858990880588,100.33423679565135,98.91716620371656,33665000
2015-05-13 00:00:00-04:00,100.02860260009766,100.26015029130158,100.77881485839046,99.88040868591526,20738400
2015-05-14 00:00:00-04:00,101.49195098876953,100.84361343539959,101.57530473727965,100.47314290921372,23904200
2015-05-15 00:00:00-04:00,101.49195098876953,101.75128318360858,101.89021316406445,101.2418756106945,23937400
2015-05-18 00:00:00-04:00,101.9365463256836,101.32526413727733,102.1403094105771,101.2511671852662,17631100
2015-05-19 00:00:00-04:00,101.82538604736328,102.04766978927877,102.20512047870756,101.65867147435847,14212900
2015-05-20 00:00:00-04:00,101.89020538330078,101.8994621993579,102.50148735784528,101.35301326857224,21131900
2015-05-21 00:00:00-04:00,102.41814422607422,101.7142374878604,102.55707421031377,101.56605068660474,16771800
2015-05-22 00:00:00-04:00,102.31625366210938,102.29772589717028,102.6867312319004,102.23289285242724,13543800
2015-05-26 00:00:00-04:00,101.1399917602539,102.09397383533981,102.23289674631486,100.73247277760676,25488400
2015-05-27 00:00:00-04:00,102.77010345458984,101.44565067416823,102.88124886539399,101.22336691883314,30572700
2015-05-28 00:00:00-04:00,102.53854370117188,102.575592167063,102.81640366221913,102.22364234050583,17302400
2015-05-29 00:00:00-04:00,101.92729187011719,102.4737410047546,102.61267102642876,101.6864803036336,30383000
2015-06-01 00:00:00-04:00,102.26996612548828,102.47372919161738,102.54782613680499,101.43639315781176,24570200
2015-06-02 00:00:00-04:00,101.94578552246094,101.89021635504722,102.4459292280021,101.39007264950607,19449600
2015-06-03 00:00:00-04:00,102.25144958496094,102.40890030018916,102.63118407852748,102.00137415134066,20507200
2015-06-04 00:00:00-04:00,101.47342681884766,101.67718985523452,102.32552743158111,101.14926156381065,31374600
2015-06-05 00:00:00-04:00,101.2326431274414,101.35304537076593,101.593856923689,100.61209000774446,22641700
2015-06-08 00:00:00-04:00,100.2045669555664,101.18632676641741,101.26042371304452,100.00080388547875,24549200
2015-06-09 00:00:00-04:00,100.03784942626953,99.96375248181451,100.3990631976458,99.28763022964118,27554600
2015-06-10 00:00:00-04:00,101.40861511230469,100.3805428968899,101.70499584590247,100.26940453821203,30297900
2015-06-11 00:00:00-04:00,101.55681610107422,101.75131530861094,102.01991147128771,101.38083759918523,17593500
2015-06-12 00:00:00-04:00,100.72322845458984,101.01960916601219,101.23263611466271,100.58429845036329,27201800
2015-06-15 00:00:00-04:00,100.22309112548828,99.97302275481492,100.3805418428113,99.38951811278707,31238800
2015-06-16 00:00:00-04:00,100.76953125,100.1211936472175,100.93624582599861,100.07488836105131,16456900
2015-06-17 00:00:00-04:00,101.04740142822266,100.93626306941921,101.37156675185616,100.42685537065648,23296700
